# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Do We Perceive Others Better than Ourselves? A Perceptual Benefit for Noise-Vocoded Speech Produced by an Average Speaker|Schuerman, William L.; Meyer, Antje; McQueen, James M.||||PLOS ONE|JUL 2 2015|2015|10|7||||||e0129731|10.1371/journal.pone.0129731|||2|0.5|0|0|0|0|1|1
Using pop-up satellite archival tags to inform selectivity in fisheries stock assessment models: a case study for the blue shark in the South Atlantic Ocean|Carvalho, Felipe; Ahrens, Robert; Murie, Debra; Bigelow, Keith; Aires-Da-Silva, Alexandre; Maunder, Mark N.; Hazin, Fabio||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2015|2015|72|6||||1715|1730||10.1093/icesjms/fsv026|||4|1|0|0|0|0|1|3
Quantifying the projected impact of the South African sardine fishery on the Robben Island penguin colony|Robinson, William M. L.; Butterworth, Douglas S.; Plaganyi, Eva E.||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2015|2015|72|6||||1822|1833||10.1093/icesjms/fsv035|||10|2.5|0|0|0|1|4|5
Woody regeneration response to over a decade of deer population reductions in Indiana state parks|Jenkins, Lindsay H.; Murray, Bryan D.; Jenkins, Michael A.; Webster, Christopher R.||||JOURNAL OF THE TORREY BOTANICAL SOCIETY|JUL 2015|2015|142|3||||205|219||10.3159/TORREY-D-14-00047.1|||3|0.75|0|0|0|0|1|2
Intrasexual competition and throat color evolution in female three-spined sticklebacks|Yong, Lengxob; Woodall, Benjamin E.; Pierotti, Michele E. R.; McKinnon, Jeffrey S.||||BEHAVIORAL ECOLOGY|JUL-AUG 2015|2015|26|4||||1030|1038||10.1093/beheco/arv037|||2|0.5|0|0|0|0|2|0
Context-dependent relationships between multiple sexual pigments and paternal effort|Grunst, Andrea S.; Grunst, Melissa L.||||BEHAVIORAL ECOLOGY|JUL-AUG 2015|2015|26|4||||1170|1179||10.1093/beheco/arv066|||0|0|0|0|0|0|0|0
Seasonal mortality and sequential density dependence in a migratory bird|Rakhimberdiev, Eldar; van den Hout, Piet J.; Brugge, Maarten; Spaans, Bernard; Piersma, Theunis||||JOURNAL OF AVIAN BIOLOGY|JUL 2015|2015|46|4||||332|341||10.1111/jav.00701|||13|3.25|0|0|0|1|5|7
Comparison of the accuracy and consistency of likelihood-based estimation routines for genetic stock identification|Brenden, Travis O.; Bence, James R.; Liu, Weihai; Tsehaye, Iyob; Scribner, Kim T.||||METHODS IN ECOLOGY AND EVOLUTION|JUL 2015|2015|6|7||||817|827||10.1111/2041-210X.12377|||2|0.5|0|0|0|0|2|0
Alternative approaches to assessing the natural regeneration of Scots pine in a Mediterranean forest|Moreno-Fernandez, Daniel; Canellas, Isabel; Barbeito, Ignacio; Sanchez-Gonzalez, Mariola; Ledo, Alicia||||ANNALS OF FOREST SCIENCE|JUL 2015|2015|72|5||||569|583||10.1007/s13595-015-0479-4|||3|0.75|0|0|0|0|1|2
Defoliation by pastoralists affects savanna tree seedling dynamics by limiting the facilitative role of canopy cover|Bufford, Jennifer L.; Gaoue, Orou G.||||ECOLOGICAL APPLICATIONS|JUL 2015|2015|25|5||||1319|1329||10.1890/14-0953.1|||3|0.75|0|0|0|0|1|2
Validation of a relationship between statolith size and age of larval Great Lakes sea lamprey (Petromyzon marinus)|Potts, Danielle D.; Dawson, Heather A.; Jones, Michael L.||||ENVIRONMENTAL BIOLOGY OF FISHES|JUL 2015|2015|98|8||||1859|1869||10.1007/s10641-015-0403-7|||2|0.5|0|0|0|0|2|0
Exploration behavior and parental effort in wild great tits: partners matter|David, Morgan; Pinxten, Rianne; Martens, Tine; Eens, Marcel||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUL 2015|2015|69|7||||1085|1095||10.1007/s00265-015-1921-1|||10|2.5|0|0|0|0|4|6
Effects of Elodea nuttallii on temperate freshwater plants, microalgae and invertebrates: small differences between invaded and uninvaded areas|Kelly, Ruth; Harrod, Chris; Maggs, Christine A.; Reid, Neil||||BIOLOGICAL INVASIONS|JUL 2015|2015|17|7||||2123|2138||10.1007/s10530-015-0865-8|||4|1|0|0|0|0|3|1
The effects of a thermal discharge on the macroinvertebrate community of a large British river: implications for climate change|Worthington, T. A.; Shaw, P. J.; Daffern, J. R.; Langford, T. E. L.||||HYDROBIOLOGIA|JUL 2015|2015|753|1||||81|95||10.1007/s10750-015-2197-1|||4|1|0|0|0|0|0|4
Sexual selection protects against extinction|Lumley, Alyson J.; Michalczyk, Lukasz; Kitson, James J. N.; Spurgin, Lewis G.; Morrison, Catriona A.; Godwin, Joanne L.; Dickinson, Matthew E.; Martin, Oliver Y.; Emerson, Brent C.; Chapman, Tracey; Gage, Matthew J. G.||||NATURE|JUN 25 2015|2015|522|7557||||470|+||10.1038/nature14419|||31|7.75|0|0|0|3|13|15
Negative effects of pesticides on wild bee communities can be buffered by landscape context|Park, Mia G.; Blitzer, E. J.; Gibbs, Jason; Losey, John E.; Danforth, Bryan N.||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|JUN 22 2015|2015|282|1809||||||20150299|10.1098/rspb.2015.0299|||20|5|0|0|0|4|7|9
A Bayesian generalized random regression model for estimating heritability using overdispersed count data|Mair, Colette; Stear, Michael; Johnson, Paul; Denwood, Matthew; de Cisneros, Joaquin Prada Jimenez; Stefan, Thorsten; Matthews, Louise||||GENETICS SELECTION EVOLUTION|JUN 20 2015|2015|47|||||||51|10.1186/s12711-015-0125-5|||2|0.5|0|0|0|0|0|2
Species Identity and Nest Location Predict Agonistic Interactions at a Breeding Colony of Double-crested Cormorants (Phalacrocorax auritus) and Great Blue Herons (Ardea herodias)|Wyman, Katherine E.; Cuthbert, Francesca J.||||WATERBIRDS|JUN 2015|2015|38|2||||201|207||10.1675/063.038.0210                                                            |||1|0.25|0|0|0|0|0|0
Evolutionary Time-Series Analysis Reveals the Signature of Frequency-Dependent Selection on a Female Mating Polymorphism|Le Rouzic, Arnaud; Hansen, Thomas F.; Gosden, Thomas P.; Svensson, Erik I.||||AMERICAN NATURALIST|JUN 2015|2015|185|6||||E182|E196||10.1086/680982|||13|3.25|0|0|0|0|3|10
Effects of hunting management on Mediterranean farmland birds|Caro, Jesus; Delibes-Mateos, Miguel; Estrada, Alba; Borralho, Rui; Gordinho, Luis; Reino, Luis; Beja, Pedro; Arroyo, Beatriz||||BIRD CONSERVATION INTERNATIONAL|JUN 2015|2015|25|2||||166|181||10.1017/S0959270914000197|||3|0.75|0|0|0|0|1|2
Stand maturity affects positively ground-dwelling arthropods in a protected beech forest|Isaia, Marco; Paschetta, Mauro; Gobbi, Mauro; Zapparoli, Marzio; Chiarle, Alberto; Taglianti, Augusto Vigna||||ANNALS OF FOREST SCIENCE|JUN 2015|2015|72|4||||415|424||10.1007/s13595-014-0441-x|||4|1|0|0|0|2|1|1
Lazy males and hardworking females? Sexual conflict over parental care in a brood parasite host and its consequences for chick growth|Pozgayova, Milica; Beno, Radovan; Prochazka, Petr; Jelinek, Vaclav; Abraham, Marek Mihai; Honza, Marcel||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUN 2015|2015|69|6||||1053|1061||10.1007/s00265-015-1918-9|||2|0.5|0|0|0|1|0|1
How sampling influences the statistical power to detect changes in abundance: an application to river restoration|Vaudor, Lise; Lamouroux, Nicolas; Olivier, Jean-Michel; Forcellini, Maxence||||FRESHWATER BIOLOGY|JUN 2015|2015|60|6|||SI|1192|1207||10.1111/fwb.12513|||8|2|0|0|0|3|2|2
Influence of model misspecification, temporal changes, and data weighting in stock assessment models: Application to swordfish (Xiphias gladius) in the Indian Ocean|Wang, Sheng-Ping; Maunder, Mark N.; Nishida, Tom; Chen, Ying-Ru||||FISHERIES RESEARCH|JUN 2015|2015|166||||SI|119|128||10.1016/j.fishres.2014.08.004|5th International Billfish Symposium|NOV 04-08, 2013|5|1.25|0|0|0|1|0|4
Long-term effects of an offshore wind farm in the North Sea on fish communities|Stenberg, C.; Stottrup, J. G.; van Deurs, M.; Berg, C. W.; Dinesen, G. E.; Mosegaard, H.; Grome, T. M.; Leonhard, S. B.||||MARINE ECOLOGY PROGRESS SERIES|MAY 28 2015|2015|528|||||257|265||10.3354/meps11261|||8|2|0|0|0|0|3|4
A Comparison of Phenotypic Traits Related to Trypanotolerance in Five West African Cattle Breeds Highlights the Value of Shorthorn Taurine Breeds|Berthier, David; Peylhard, Moana; Dayo, Guiguigbaza-Kossigan; Flori, Laurence; Sylla, Souleymane; Bolly, Seydou; Sakande, Hassane; Chantal, Isabelle; Thevenon, Sophie||||PLOS ONE|MAY 8 2015|2015|10|5||||||e0126498|10.1371/journal.pone.0126498|||3|0.75|0|0|0|0|2|1
Sheep farming and large carnivores: What are the factors influencing claimed losses?|Mabille, Geraldine; Stien, Audun; Tveraa, Torkild; Mysterud, Atle; Broseth, Henrik; Linnell, John D. C.||||ECOSPHERE|MAY 2015|2015|6|5||||||82|10.1890/ES14-00444.1|||5|1.25|0|0|0|0|3|2
How do biparental species optimally provision young when begging is honest?|Ogawa, Masahiro; Shiozaki, Tatsuya; Shirai, Masaki; Mueller, Martina S.; Yamamoto, Maki; Yoda, Ken||||BEHAVIORAL ECOLOGY|MAY-JUN 2015|2015|26|3||||885|899||10.1093/beheco/arv028|||4|1|0|0|0|0|2|2
Identifying the selective pressures underlying offspring sex-ratio adjustments: a case study in a wild seabird|Merkling, Thomas; Welcker, Jorg; Hewison, A. J. Mark; Hatch, Scott A.; Kitaysky, Alexander S.; Speakman, John R.; Danchin, Etienne; Blanchard, Pierrick||||BEHAVIORAL ECOLOGY|MAY-JUN 2015|2015|26|3||||916|925||10.1093/beheco/arv032|||6|1.5|0|0|0|0|3|3
Effects of egg attendance on male mating success in a harvestman with exclusive paternal care|Requena, Gustavo S.; Machado, Glauco||||BEHAVIORAL ECOLOGY|MAY-JUN 2015|2015|26|3||||926|935||10.1093/beheco/arv035|||5|1.25|0|0|0|1|1|3
Management performance of ecological indicators in the Georges Bank finfish fishery|Fay, Gavin; Link, Jason S.; Large, Scott I.; Gamble, Robert J.||||ICES JOURNAL OF MARINE SCIENCE|MAY-JUN 2015|2015|72|5||||1285|1296||10.1093/icesjms/fsu214|||6|1.5|0|0|0|1|1|4
Factors affecting the availability of walleye pollock to acoustic and bottom trawl survey gear|Kotwicki, Stan; Horne, John K.; Punt, Andre E.; Ianelli, James N.||||ICES JOURNAL OF MARINE SCIENCE|MAY-JUN 2015|2015|72|5||||1425|1439||10.1093/icesjms/fsv011|||8|2|0|0|0|1|4|3
Fitting state-space models to seal populations with scarce data|Oigard, Tor Arne; Skaug, Hans J.||||ICES JOURNAL OF MARINE SCIENCE|MAY-JUN 2015|2015|72|5||||1462|1469||10.1093/icesjms/fsu195|||0|0|0|0|0|0|0|0
Estimating impacts of the pollock fishery bycatch on western Alaska Chinook salmon|Ianelli, James N.; Stram, Diana L.||||ICES JOURNAL OF MARINE SCIENCE|MAY 2015|2015|72|4||||1159|1172||10.1093/icesjms/fsu173|2nd Fishery Dependent Information Conference|MAR 02-06, 2014|5|1.25|0|0|0|2|2|1
Productivity and fishing pressure drive variability in fish parasite assemblages of the Line Islands, equatorial Pacific|Wood, Chelsea L.; Baum, Julia K.; Reddy, Sheila M. W.; Trebilco, Rowan; Sandin, Stuart A.; Zgliczynski, Brian J.; Briggs, Amy A.; Micheli, Fiorenza||||ECOLOGY|MAY 2015|2015|96|5||||1383|1398||10.1890/13-2154.1|||3|0.75|0|0|1|1|0|1
Indirect gradient analysis by Markov-chain Monte Carlo|Walker, Steven C.||||PLANT ECOLOGY|MAY 2015|2015|216|5|||SI|697|708||10.1007/s11258-015-0467-7|||5|1.25|0|0|0|3|1|1
Simulated mark-recovery for spatial assessment of a spiny lobster (Panulirus argus) fishery|Harford, William J.; Ton, Caroline; Babcock, Elizabeth A.||||FISHERIES RESEARCH|MAY 2015|2015|165|||||42|53||10.1016/j.fishres.2014.12.024|||2|0.5|0|0|0|0|2|0
Yield-biodiversity trade-off in patchy fields of Miscanthus x giganteus|Dauber, Jens; Cass, Susannah; Gabriel, Doreen; Harte, Kate; Astroem, Sandra; O'Rourke, Erin; Stout, Jane C.||||GLOBAL CHANGE BIOLOGY BIOENERGY|MAY 2015|2015|7|3||||455|467||10.1111/gcbb.12167|||6|1.5|0|0|0|0|4|2
Aerial sowing stopped the loss of alpine ash (Eucalyptus delegatensis) forests burnt by three short-interval fires in the Alpine National Park, Victoria, Australia|Bassett, Owen D.; Prior, Lynda D.; Slijkerman, Carolyn M.; Jamieson, Daniel; Bowman, David M. J. S.||||FOREST ECOLOGY AND MANAGEMENT|APR 15 2015|2015|342|||||39|48||10.1016/j.foreco.2015.01.008|||11|2.75|0|0|0|1|5|5
Estimating ecological production from biomass|Jenkins, David G.||||ECOSPHERE|APR 2015|2015|6|4||||||49|10.1890/ES14-00409.1|||5|1.25|0|0|0|0|3|2
Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape|Jonsson, Annelie M.; Ekroos, Johan; Danhardt, Juliana; Andersson, Georg K. S.; Olsson, Ola; Smith, Henrik G.||||BIOLOGICAL CONSERVATION|APR 2015|2015|184|||||51|58||10.1016/j.biocon.2014.12.027|||19|4.75|0|0|0|2|5|11
Interference coloration as an anti-predator defence|Pike, Thomas W.||||BIOLOGY LETTERS|APR 1 2015|2015|11|4||||||UNSP 20150159|10.1098/rsbl.2015.0159|||4|1|0|0|0|0|2|2
Testing the performance of a spatially explicit tag-integrated stock assessment model of yellowtail flounder (Limanda ferruginea) through simulation analysis|Goethel, Daniel R.; Legault, Christopher M.; Cadrin, Steven X.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|APR 2015|2015|72|4||||582|601||10.1139/cjfas-2014-0244|||10|2.5|0|0|0|1|1|8
Pollen packing affects the function of pollen on corbiculate bees but not non-corbiculate bees|Parker, Alison J.; Tran, Jennifer L.; Ison, Jennifer L.; Bai, Ji Dong K.; Weis, Arthur E.; Thomson, James D.||||ARTHROPOD-PLANT INTERACTIONS|APR 2015|2015|9|2||||197|203||10.1007/s11829-015-9358-z|||7|1.75|0|0|0|2|0|5
Reproductive responses of temperate and boreal Tengmalm's Owl Aegolius funereus populations to spatial and temporal variation in prey availability|Zarybnicka, Marketa; Sedlacek, Ondrej; Salo, Palvi; Stastny, Karel; Korpimaki, Erkki||||IBIS|APR 2015|2015|157|2||||369|383||10.1111/ibi.12244|||11|2.75|0|0|0|4|3|4
Habitat modification drives benthic trophic diversity in an intertidal soft-bottom ecosystem|van der Zee, Els M.; Tielens, Elske; Holthuijsen, Sander; Donadi, Serena; Eriksson, Britas Klemens; van der Veer, Henk W.; Piersma, Theunis; Olff, Han; van der Heide, Tjisse||||JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY|APR 2015|2015|465|||||41|48||10.1016/j.jembe.2015.01.001|||6|1.5|0|0|0|1|1|4
New evidence on the tool-assisted hunting exhibited by chimpanzees (Pan troglodytes verus) in a savannah habitat at Fongoli, Senegal|Pruetz, J. D.; Bertolani, P.; Ontl, K. Boyer; Lindshield, S.; Shelley, M.; Wessling, E. G.||||ROYAL SOCIETY OPEN SCIENCE|APR 2015|2015|2|4||||||140507|10.1098/rsos.140507|||12|3|0|0|0|0|2|8
Accuracy and precision of fishery and demographic estimates from a spatial tag-recovery model when inter-regional movements are treated as fixed|Vandergoot, Christopher S.; Brenden, Travis O.||||FISHERIES RESEARCH|APR 2015|2015|164|||||8|25||10.1016/j.fishres.2014.10.005|||2|0.5|0|0|0|0|0|2
Use of state-space population dynamics models in hypothesis testing: advantages over simple log-linear regressions for modeling survival, illustrated with application to longfin smelt (Spirinchus thaleichthys)|Maunder, Mark N.; Deriso, Richard B.; Hanson, Charles H.||||FISHERIES RESEARCH|APR 2015|2015|164|||||102|111||10.1016/j.fishres.2014.10.017|||4|1|0|0|0|1|1|2
Can an aggregate assessment reflect the dynamics of a spatially structured stock? Snow crab in the eastern Bering Sea as a case study|Szuwalski, Cody S.; Punt, Andre E.||||FISHERIES RESEARCH|APR 2015|2015|164|||||135|142||10.1016/j.fishres.2014.10.020|||3|0.75|0|0|0|1|0|2
Transport Infrastructure Shapes Foraging Habitat in a Raptor Community|Planillo, Aimara; Kramer-Schadt, Stephanie; Malo, Juan E.||||PLOS ONE|MAR 18 2015|2015|10|3||||||e0118604|10.1371/journal.pone.0118604|||2|0.5|0|0|0|0|1|1
Dispersal acts as both bane and balm for invaded zooplankton communities|Sinclair, James S.; Furlanetto, Katrina J.; Arnott, Shelley E.||||JOURNAL OF PLANKTON RESEARCH|MAR-APR 2015|2015|37|2||||462|471||10.1093/plankt/fbv007|||1|0.25|0|0|0|0|0|1
Bacterial Infection Drives the Expression Dynamics of microRNAs and Their isomiRs|Siddle, Katherine J.; Tailleux, Ludovic; Deschamps, Matthieu; Loh, Yong-Hwee Eddie; Deluen, Cecile; Gicquel, Brigitte; Antoniewski, Christophe; Barreiro, Luis B.; Farinelli, Laurent; Quintana-Murci, Llus||||PLOS GENETICS|MAR 2015|2015|11|3||||||e1005064|10.1371/journal.pgen.1005064|||18|4.5|0|0|0|5|2|11
Response of crayfish to hyporheic water availability and excess sedimentation|Dyer, Joseph J.; Worthington, Thomas A.; Brewer, Shannon K.||||HYDROBIOLOGIA|MAR 2015|2015|747|1||||147|157||10.1007/s10750-014-2126-8|||3|0.75|0|0|0|0|3|0
Age-associated telomere attrition of lymphocytes in vivo is co-ordinated with changes in telomerase activity, composition of lymphocyte subsets and health conditions|Lin, Yun; Damjanovic, Amanda; Metter, E. Jeffrey; Huy Nguyen; Thai Truong; Najarro, Kevin; Morris, Christa; Longo, Dan L.; Zhan, Ming; Ferrucci, Luigi; Hodes, Richard J.; Weng, Nan-ping||||CLINICAL SCIENCE|MAR 2015|2015|128|6||||367|377||10.1042/CS20140481|||28|7|0|0|0|6|14|8
Improved growth estimates from integrated analysis of direct aging and tag-recapture data: An illustration with bigeye tuna (Thunnus obesus) of the eastern Pacific Ocean with implications for management|Aires-da-Silva, Alexandre M.; Maunder, Mark N.; Schaefer, Kurt M.; Fuller, Daniel W.||||FISHERIES RESEARCH|MAR 2015|2015|163||||SI|119|126||10.1016/j.fishres.2014.04.001|||12|3|0|0|0|2|6|4
Length-based Brownie mark-recapture models: Derivation and application to Indian Ocean skipjack tuna|Hillary, Richard M.; Eveson, J. Paige||||FISHERIES RESEARCH|MAR 2015|2015|163||||SI|141|151||10.1016/j.fishres.2014.06.004|||2|0.5|0|0|0|1|1|0
Using movement data from electronic tags in fisheries stock assessment: A review of models, technology and experimental design|Sippel, Tim; Eveson, J. Paige; Galuardi, Benjamin; Lam, Chi; Hoyle, Simon; Maunder, Mark; Kleiber, Pierre; Carvalho, Felipe; Tsontos, Vardis; Teo, Steven L. H.; Aires-da-Silva, Alexandre; Nicol, Simon||||FISHERIES RESEARCH|MAR 2015|2015|163||||SI|152|160||10.1016/j.fishres.2014.04.006|||18|4.5|0|0|0|5|3|10
New adhesive traps to monitor urban mosquitoes with a case study to assess the efficacy of insecticide control strategies in temperate areas|Caputo, Beniamino; Ienco, Annamaria; Manica, Mattia; Petrarca, Vincenzo; Rosa, Roberto; della Torre, Alessandra||||PARASITES & VECTORS|FEB 28 2015|2015|8|||||||134|10.1186/s13071-015-0734-4|||6|1.5|0|0|0|1|5|0
Where to Nest? Ecological Determinants of Chimpanzee Nest Abundance and Distribution at the Habitat and Tree Species Scale|Carvalho, Joana S.; Meyer, Christoph F. J.; Vicente, Luis; Marques, Tiago A.||||AMERICAN JOURNAL OF PRIMATOLOGY|FEB 2015|2015|77|2||||186|199||10.1002/ajp.22321|||5|1.25|0|0|0|1|1|3
Move it or lose it: movement and mortality of sablefish tagged in Alaska|Hanselman, Dana H.; Heifetz, Jonathan; Echave, Katy B.; Dressel, Sherri C.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|FEB 2015|2015|72|2||||238|251||10.1139/cjfas-2014-0251|||6|1.5|0|0|0|0|0|6
Relationships of invasive lionfish with topographic complexity, groupers, and native prey fishes in Little Cayman|Bejarano, Sonia; Lohr, Kathryn; Hamilton, Samantha; Manfrino, Carrie||||MARINE BIOLOGY|FEB 2015|2015|162|2||||253|266||10.1007/s00227-014-2595-3|||4|1|0|0|0|0|0|4
Climate change reduces nectar secretion in two common Mediterranean plants|Takkis, Krista; Tscheulin, Thomas; Tsalkatis, Panagiotis; Petanidou, Theodora||||AOB PLANTS|2015|2015|7|||||||plv111|10.1093/aobpla/plv111|||5|1.25|0|0|0|0|1|4
Patterns of Fish Assemblage Structure and Habitat Use among Main- and Side-Channel Environments in the Lower Kootenai River, Idaho|Watkins, Carson J.; Stevens, Bryan S.; Quist, Michael C.; Shepard, Bradley B.; Ireland, Susan C.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|2015|2015|144|6||||1340|1355||10.1080/00028487.2015.1069756|||2|0.5|0|0|0|0|1|1
Does mosquito control by Bti spraying affect the phytoplankton community? A 5-year study in Camargue temporary wetlands (France)|Fayolle, Stephanie; Bertrand, Celine; Logez, Maxime; Franquet, Evelyne||||ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY|2015|2015|51|3||||189|198||10.1051/limn/2015013|||3|0.75|0|0|0|0|2|1
The Behavioural Response of Humpback Whales (Megaptera novaeangliae) to a 20 Cubic Inch Air Gun|Dunlop, Rebecca A.; Noad, Michael J.; McCauley, Robert D.; Kniest, Eric; Paton, David; Cato, Douglas H.||||AQUATIC MAMMALS|2015|2015|41|4||||412|433||10.1578/AM.41.4.2015.412|||10|2.5|0|0|0|0|3|7
The Maternal Cytokine and Chemokine Profile of Naturally Conceived Gestations Is Mainly Preserved during In Vitro Fertilization and Egg Donation Pregnancies|Martinez-Varea, Alicia; Pellicer, Begona; Serra, Vicente; Hervas-Marin, David; Martinez-Romero, Alicia; Bellver, Jose; Perales-Marin, Alfredo; Pellicer, Antonio||||JOURNAL OF IMMUNOLOGY RESEARCH|2015|2015||||||||128616|10.1155/2015/128616|||2|0.5|0|0|0|0|0|2
